ICD9,DESCRIPTION
V5867,Long term (current) use of insulin
V5868,Long term (current) use of bisphosphonates
V5869,Long term (current) use of opiate analgesic
V5871,Encounter for surgical aftercare following surgery on the sense organs
V5872,Encounter for surgical aftercare following surgery on the nervous system
V5873,Encounter for surgical aftercare following surgery on the circulatory system
V5874,Encounter for surgical aftercare following surgery on the respiratory system
V5875,Encounter for surgical aftercare following surgery on the teeth or oral cavity
V5876,Encounter for surgical aftercare following surgery on the genitourinary system
V5877,Encounter for surgical aftercare following surgery on the skin and subcutaneous tissue
V5878,Encounter for other specified surgical aftercare
V5881,Encounter for adjustment and management of vascular access device
V5882,Encounter for fitting and adjustment of non-vascular catheter
V5883,Encounter for therapeutic drug level monitoring
V5889,Encounter for other specified aftercare
V589,Encounter for other specified aftercare
V5901,Unspecified donor
V5902,Unspecified donor
V5909,Unspecified donor
V591,Skin donor
V592,Bone donor
V593,Bone marrow donor
V594,Kidney donor
V595,Cornea donor
V596,Liver donor
V5970,Egg (Oocyte) donor
V5971,Egg (Oocyte) donor under age 35
V5972,Egg (Oocyte) donor under age 35
V5973,Egg (Oocyte) donor age 35 and over
V5974,Egg (Oocyte) donor age 35 and over
V598,Donor of other specified organs or tissues
V599,Donor of unspecified organ or tissue
V600,Homelessness
V601,Inadequate housing
V602,Extreme poverty
V603,Problems related to living alone
604,Need for assistance at home and no other household member able to render care
V605,Holiday relief care
V606,Problems related to living in residential institution
V6081,Child in welfare custody
V6089,Other problems related to housing and economic circumstances
V609,Problem related to housing and economic circumstances
V6101,Other absence of family member
V6102,Other specified problems related to primary support group
V6103,Disruption of family by separation and divorce
V6104,Other specified problems related to primary support group
V6105,Other absence of family member
V6106,Other absence of family member
V6107,Disappearance and death of family member
V6108,Other absence of family member
V6109,Other specified problems related to primary support group
V6110,Other specified counseling
V6111,Encounter for mental health services for victim of spousal or partner abuse
V6112,Encounter for mental health services for perpetrator of spousal or partner abuse
V6120,Other specified counseling
V6121,Encounter for mental health services for victim of parental child abuse
V6122,Encounter for mental health services for perpetrator of parental child abuse
V6123,Other specified counseling
V6124,Other specified counseling
V6125,Other specified counseling
V6129,Parental overprotection
V613,Other stressful life events affecting family and household
V6141,Alcoholism and drug addiction in family
V6142,Other stressful life events affecting family and household
V6149,Dependent relative needing care at home
V615,Problems related to multiparity
V616,Problems related to unwanted pregnancy
V617,Problems related to unwanted pregnancy
V618,Other specified problems related to primary support group
V619,Problem related to primary support group
V620,Unemployment
V621,Unspecified problems related to employment
V6221,Other specified problems related to psychosocial circumstances
V6222,Exposure to disaster
V6229,Change of job
V623,Problems related to education and literacy
V624,Acculturation difficulty
V625,Problems related to other legal circumstances
V626,Procedure and treatment not carried out because of patient's decision for reasons of belief and group pressure
V6281,Other specified problems related to psychosocial circumstances
V6282,Disappearance and death of family member
V6283,Encounter for mental health services for perpetrator of non-parental child abuse
V6284,Suicidal ideations
V6285,Homicidal ideations
V6289,Other specified problems related to psychosocial circumstances
V629,Problem related to unspecified psychosocial circumstances
V630,Unavailability and inaccessibility of health-care facilities
V631,Medical services not available in home
V632,Person awaiting admission to adequate facility elsewhere
V638,Unavailability and inaccessibility of other helping agencies
V639,Unavailability and inaccessibility of health-care facilities
V6400,Immunization not carried out for unspecified reason
V6401,Immunization not carried out because of acute illness of patient
V6402,Immunization not carried out because of chronic illness or condition of patient
V6403,Immunization not carried out because of immune compromised state of patient
V6404,Immunization not carried out because of patient allergy to vaccine or component
V6405,Immunization not carried out because of caregiver refusal
V6406,Immunization not carried out because of patient refusal
V6407,Immunization not carried out because of patient decision for reasons of belief or group pressure
V6408,Immunization not carried out due to patient having had the disease
V6409,Immunization not carried out because of other contraindication
V641,Procedure and treatment not carried out because of other contraindication
V642,Procedure and treatment not carried out because of patient's decision for other reasons
V643,Procedure and treatment not carried out for other reasons
V6441,
V6442,
V6443,
V650,Healthy person accompanying sick person
V6511,Expectant parent(s) prebirth pediatrician visit
V6519,Person encountering health services to consult on behalf of another person
V652,Malingerer [conscious simulation]
V653,Dietary counseling and surveillance
V6540,Counseling
V6541,Other specified counseling
V6542,Alcohol abuse counseling and surveillance of alcoholic
V6543,Other specified counseling
V6544,Human immunodeficiency virus [HIV] counseling
V6545,Other specified counseling
V6546,Encounter for fitting and adjustment of insulin pump
V6549,Other specified counseling
V655,Person with feared health complaint in whom no diagnosis is made
V658,Persons encountering health services in other specified circumstances
V659,Counseling
V660,Encounter for other specified aftercare
V661,Encounter for other specified aftercare
V662,Encounter for other specified aftercare
V663,Encounter for other specified aftercare
V664,Encounter for other specified aftercare
V665,Encounter for other specified aftercare
V666,Encounter for other specified aftercare
V667,Encounter for palliative care
V669,Encounter for other specified aftercare
V6700,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm
V6701,Encounter for follow-up examination after completed treatment for malignant neoplasm
V6709,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm
V671,Encounter for follow-up examination after completed treatment for malignant neoplasm
V672,Encounter for follow-up examination after completed treatment for malignant neoplasm
V673,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm
V674,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm
